$mon,$osd,$driver,$worker,$read,$write,$container,$object,$size,$<op-write
1,4,2,8,25,75,16,4096,0,93.7572222222
1,8,2,16,90,10,16,4096,0,74.0944444444
1,8,1,8,50,50,16,4096,0,82.5169444444
1,6,2,2,75,25,16,4096,0,34.5130555556
1,4,2,4,50,50,16,4096,0,44.8552777778
1,30,1,1,90,10,16,4096,0,43.5730555556
1,10,1,8,50,50,16,4096,0,85.8180555556
1,30,2,16,100,0,16,4096,0,0
1,20,4,32,10,90,16,4096,0,408.8505555556
1,20,4,16,25,75,16,4096,0,196.6613888889
1,20,4,4,50,50,16,4096,0,48.9747222222
1,20,1,2,0,100,16,4096,0,42.0216666667
1,30,1,2,90,10,16,4096,0,35.2580555556
1,6,2,4,10,90,16,4096,0,52.2630555556
1,4,2,2,10,90,16,4096,0,36.4944444444
1,8,1,2,0,100,16,4096,0,40.1197222222
1,6,1,8,0,100,16,4096,0,102.1591666667
1,30,1,2,25,75,16,4096,0,36.8377777778
1,8,2,16,100,0,16,4096,0,0
1,4,2,16,90,10,16,4096,0,77.3480555556
1,20,4,8,90,10,16,4096,0,44.2283333333
1,30,1,2,75,25,16,4096,0,34.9566666667
1,6,2,16,100,0,16,4096,0,0
1,30,4,16,25,75,16,4096,0,199.4388888889
1,20,2,4,100,0,16,4096,0,0
1,30,1,1,50,50,16,4096,0,32.1913888889
1,8,4,4,75,25,16,4096,0,45.34
1,8,4,32,75,25,16,4096,0,267.4619444444
1,4,1,2,0,100,16,4096,0,37.7452777778
1,4,4,4,100,0,16,4096,0,0
1,30,4,32,90,10,16,4096,0,220.1911111111
1,8,1,1,90,10,16,4096,0,31.0677777778
1,6,1,4,0,100,16,4096,0,52.7205555556
1,30,1,4,0,100,16,4096,0,58.7316666667
1,6,4,8,25,75,16,4096,0,93.2355555556
1,6,4,16,100,0,16,4096,0,0
1,10,2,4,10,90,16,4096,0,54.8397222222
1,4,1,2,100,0,16,4096,0,0
1,20,4,16,10,90,16,4096,0,198.5037837838
1,10,4,4,25,75,16,4096,0,54.0938888889
1,30,4,16,90,10,16,4096,0,112.0835135135
1,30,1,1,75,25,16,4096,0,34.0830555556
1,8,4,8,90,10,16,4096,0,53.8302777778
1,6,1,1,10,90,16,4096,0,32.15
1,30,4,4,10,90,16,4096,0,61.6916666667
1,4,1,4,25,75,16,4096,0,48.5097297297
1,6,2,16,90,10,16,4096,0,71.0386111111
1,6,4,4,0,100,16,4096,0,53.7466666667
1,6,1,8,50,50,16,4096,0,78.4244444444
1,10,2,16,10,90,16,4096,0,198.6641666667
1,8,2,2,10,90,16,4096,0,39.5883333333
1,20,4,4,10,90,16,4096,0,59.6211111111
1,4,4,16,10,90,16,4096,0,213.9475675676
1,8,2,2,25,75,16,4096,0,38.4933333333
1,8,1,8,75,25,16,4096,0,63.2722222222
1,8,4,4,10,90,16,4096,0,52.0147222222
1,10,4,32,10,90,16,4096,0,396.5091891892
1,20,2,16,75,25,16,4096,0,127.9135135135
1,10,4,32,0,100,16,4096,0,403.0508333333
1,4,2,2,75,25,16,4096,0,33.1705555556
1,8,4,4,25,75,16,4096,0,52.1219444444
1,10,1,4,100,0,16,4096,0,0
1,10,1,8,75,25,16,4096,0,67.6144444444
1,10,2,2,25,75,16,4096,0,39.3861111111
1,30,4,4,25,75,16,4096,0,55.2069444444
1,8,4,16,0,100,16,4096,0,203.2083333333
1,6,4,32,50,50,16,4096,0,325.1351351351
1,6,1,4,10,90,16,4096,0,51.7318918919
1,6,4,32,100,0,16,4096,0,0
1,30,2,2,25,75,16,4096,0,39.8494444444
1,4,1,1,50,50,16,4096,0,29.9908333333
1,6,4,8,0,100,16,4096,0,102.7680555556
1,8,2,4,100,0,16,4096,0,0
1,6,2,16,10,90,16,4096,0,200.2716216216
1,30,4,16,100,0,16,4096,0,0
1,6,4,4,75,25,16,4096,0,42.35
1,6,1,1,100,0,16,4096,0,0
1,20,2,2,50,50,16,4096,0,36.8552777778
1,10,1,8,90,10,16,4096,0,44.9036111111
1,6,4,32,10,90,16,4096,0,394.1788888889
1,30,2,16,90,10,16,4096,0,66.8875675676
1,30,1,4,90,10,16,4096,0,36.8466666667
1,4,4,8,50,50,16,4096,0,77.9883333333
1,20,1,4,50,50,16,4096,0,43.4713513514
1,20,4,32,100,0,16,4096,0,0
1,6,1,2,25,75,16,4096,0,36.7755555556
1,4,2,16,0,100,16,4096,0,224.6597222222
1,30,4,8,0,100,16,4096,0,103.2272222222
1,6,1,8,100,0,16,4096,0,0
1,10,4,8,50,50,16,4096,0,86.9555555556
1,20,1,8,100,0,16,4096,0,0
1,6,1,2,100,0,16,4096,0,0
1,10,2,4,0,100,16,4096,0,55.0169444444
1,20,1,2,25,75,16,4096,0,37.7016666667
1,30,2,16,10,90,16,4096,0,199.3355555556
1,20,2,16,10,90,16,4096,0,202.1277777778
1,6,1,4,50,50,16,4096,0,44.4561111111
1,4,2,4,10,90,16,4096,0,53.5094444444
1,6,1,8,75,25,16,4096,0,56.3419444444
1,4,2,8,50,50,16,4096,0,74.4364864865
1,4,1,4,10,90,16,4096,0,51.7944444444
1,8,1,2,100,0,16,4096,0,0
1,6,1,2,10,90,16,4096,0,39.1072222222
1,8,1,4,25,75,16,4096,0,51.8663888889
1,10,4,32,50,50,16,4096,0,355.592972973
1,6,1,2,90,10,16,4096,0,31.1427777778
1,30,4,4,50,50,16,4096,0,50.4097222222
1,8,1,1,100,0,16,4096,0,0
1,8,2,16,50,50,16,4096,0,170.6463888889
1,20,4,4,25,75,16,4096,0,56.6244444444
1,20,1,4,100,0,16,4096,0,0
1,4,4,32,75,25,16,4096,0,237.9294444444
1,8,1,2,90,10,16,4096,0,31.2483333333
1,4,2,8,100,0,16,4096,0,0
1,10,1,1,50,50,16,4096,0,30.9052777778
1,10,4,8,10,90,16,4096,0,96.8880555556
1,6,2,16,75,25,16,4096,0,123.7916666667
